Name main company,Name dessigner company,Distance,Latitude,Longitude
Mazu Networks,No results,No results,No results,No results
Traiana,No results,No results,40.753716,-73.981159
Staccato Communications,No results,No results,32.896295,-117.194586
burrp!,No results,No results,No results,No results
Luminary Micro,No results,No results,No results,No results
LucidWorks,No results,No results,No results,No results
Talari Networks,No results,No results,No results,No results
Marble Security,No results,No results,No results,No results
Carrier IQ,Vince,267,No results,No results
Rivermine Software,Qualcomm Design Lab,342,No results,No results
Teracent,No results,No results,No results,No results
Hidden City Games,No results,No results,No results,No results
KODA,No results,No results,37.786925,-122.405658
VidSys,No results,No results,No results,No results
Modulus Video,No results,No results,No results,No results
Interface21,No results,No results,No results,No results
Sequoia Media Group,No results,No results,No results,No results
Xelerated,No results,No results,59.33725,18.058349
Cyan,No results,No results,No results,No results
Audiolife,Fashion Incubator San Francisco,405,No results,No results
Neoconix,No results,No results,No results,No results
Visage Mobile,No results,No results,37.794694,-122.401026
Ginger Software,No results,No results,No results,No results
TechForward,No results,No results,No results,No results
Travel Distribution Systems,Fjord Sthlm,245,No results,No results
OnRequest Images,No results,No results,47.606915,-122.338673
WordStream,No results,No results,No results,No results
Conformity,No results,No results,No results,No results
VirtuOz,Designit,50,37.780609,-122.393385
Freedom2,No results,No results,No results,No results
Legend Silicon,No results,No results,No results,No results
RealD,No results,No results,No results,No results
Interactive Fitness,GGLO Space At The Steps,153,No results,No results
Mobifusion,No results,No results,No results,No results
Shutl,No results,No results,51.519354,-0.103598
CipherMax,Studio San Francisco - Ubisoft,224,No results,No results
Medio,No results,No results,47.610734,-122.335917
GainSpan,No results,No results,No results,No results
Socialize,No results,No results,No results,No results
Sittercity,No results,No results,41.888293,-87.635217
TheMarkets,No results,No results,No results,No results
Etology,Dig Hq,106,No results,No results
Avnera,No results,No results,No results,No results
Gecko Audio,Sid Lee,378,No results,No results
Manifest Digital,No results,No results,No results,No results
The Talk Market,No results,No results,40.75479,-73.98736
Luminescent,Design Center at the Merchandise Mart,83,No results,No results
Masabi,No results,No results,51.503416,-0.094981
Casabi,No results,No results,No results,No results
ZeroG Wireless,No results,No results,No results,No results
Alerts,No results,No results,No results,No results
Space-Time Insight,No results,No results,No results,No results
CommonFloor,Eastern Silk,148,No results,No results
RNA Networks,No results,No results,45.524821,-122.675127
TextDigger,Bompass & Parr,253,37.335885,-121.894028
Verve Mobile,No results,No results,No results,No results
WANdisco,No results,No results,No results,No results
Must See India,No results,No results,No results,No results
South49 Solutions,No results,No results,No results,No results
Babble,No results,No results,No results,No results
Delphix,Work & Co.,319,No results,No results
TopCoder,Bobo Design,345,No results,No results
Strangeloop Networks,No results,No results,49.28527,-123.12157
Zapproved,No results,No results,No results,No results
Axeda,No results,No results,No results,No results
Questra,No results,No results,No results,No results
Selatra,No results,No results,No results,No results
Above Security,No results,No results,No results,No results
Plastic Jungle,No results,No results,No results,No results
7 Billion People,Think Profits.com,69,No results,No results
Outright,No results,No results,No results,No results
whistleBox,No results,No results,No results,No results
Perceptis,No results,No results,No results,No results
Sendio,No results,No results,No results,No results
Fortumo,No results,No results,No results,No results
Eightfold Logic,No results,No results,37.786925,-122.405658
AlertEnterprise,No results,No results,No results,No results
MyWealth,No results,No results,40.70439,-74.011828
FetchDog,No results,No results,No results,No results
Mashup Arts,No results,No results,43.647726,-79.377065
Applimation,No results,No results,No results,No results
Dasient,No results,No results,No results,No results
Conformiq,Fashion Incubator San Francisco,417,No results,No results
Tinychat,No results,No results,No results,No results
Bizanga,loyalkaspar NY,292,No results,No results
Comunitae,No results,No results,No results,No results
HItviews,Ogilvy,129,40.733025,-73.990174
Concur Technologies,No results,No results,No results,No results
Punch Entertainment,No results,No results,No results,No results
Portero,No results,No results,40.745639,-73.980581
inContact,No results,No results,No results,No results
YOUnite,No results,No results,No results,No results
Skytap,No results,No results,No results,No results
Luminate,The Working Assembly,128,No results,No results
Superfish,No results,No results,No results,No results
BASH Gaming,No results,No results,No results,No results
Geewa,Desiron,190,50.093504,14.449578
PaperG,No results,No results,37.789907,-122.405117
Major League Gaming,No results,No results,40.753885,-73.97291
CogniFit,No results,No results,No results,No results
Pocket Communications Northeast,No results,No results,No results,No results
Anygma,No results,No results,51.208963,4.391266
Intercasting,No results,No results,No results,No results
L4 Mobile,Bp Copy,81,No results,No results
Pliant Technology,17Feet,123,No results,No results
Enclarity,W Magazine - Condé Nast,301,No results,No results
Rivulet Communications,No results,No results,No results,No results
Mendeley,No results,No results,51.523166,-0.104209
AppNeta,Gonzales,361,No results,No results
LoopFuse,No results,No results,No results,No results
Imaginova,No results,No results,40.745875,-73.983822
AppZero,No results,No results,No results,No results
Skoodat,No results,No results,No results,No results
Course Hero,No results,No results,No results,No results
M3X Media,22Design,98,No results,No results
Stantum,No results,No results,No results,No results
Crispy Gamer,No results,No results,40.748505,-73.984318
Kashless,Electracraft Studio,116,No results,No results
Avere Systems,No results,No results,No results,No results
IS Decisions,No results,No results,No results,No results
ClickEquations,No results,No results,No results,No results
Lombardi Software,No results,No results,No results,No results
Conveneer,No results,No results,No results,No results
MyLikes,RAN Design Studio,223,37.781417,-122.407627
UnboundID,No results,No results,No results,No results
Optify,No results,No results,47.601189,-122.329803
Viridity Software,No results,No results,No results,No results
Dyn,No results,No results,No results,No results
Cognitive Match,No results,No results,No results,No results
Unity Technologies,No results,No results,No results,No results
Simulmedia,The Factory,383,40.726683,-73.995295
IGLOO Software,No results,No results,No results,No results
Evostor,BrushCapades Seattle,366,No results,No results
Jama Software,No results,No results,No results,No results
InPhase Technologies,No results,No results,No results,No results
Conmio,No results,No results,60.166948,24.93497
Gridstore,No results,No results,No results,No results
iPharro Media,Orley Showroom,77,No results,No results
CircuLite,No results,No results,No results,No results
Relypsa,No results,No results,No results,No results
Rebit,No results,No results,No results,No results
Llesiant,No results,No results,No results,No results
Tribridge,Pop up kemut,165,No results,No results
ePartners,No results,No results,No results,No results
Atraverda,No results,No results,No results,No results
BioVex,No results,No results,No results,No results
Heartscape,No results,No results,No results,No results
Sangart,No results,No results,32.896295,-117.194586
33Across,No results,No results,40.754491,-73.994425
Cornerstone OnDemand,No results,No results,No results,No results
PerfectServe,No results,No results,No results,No results
Portico Learning Solutions,No results,No results,No results,No results
Kiala,No results,No results,50.829224,4.362389
Powervation,No results,No results,No results,No results
Abacus e-Media,Qualcomm Design Lab,337,51.511738,-0.133872
Sift,Studio Kudos,412,No results,No results
RadioScape,No results,No results,51.524128,-0.137332
Stentys,No results,No results,48.871181,2.331498
Surfkitchen,No results,No results,No results,No results
GlobeRanger,Cassina Unibrand Store,449,No results,No results
OneChip Photonics,No results,No results,No results,No results
Networks in Motion,Lab London,326,No results,No results
Magnetic,No results,No results,40.759498,-73.988855
AnySource Media,Dzd,480,No results,No results
SpaBooker,La Mezzanine de Lissac,329,40.738456,-73.988816
House Party,No results,No results,No results,No results
FiberZone Networks,No results,No results,38.984623,-77.095889
Verisim,No results,No results,No results,No results
Zinwave,No results,No results,No results,No results
SuperSecret,Pulsar Studio,175,37.779264,-122.393019
Avenue Right,No results,No results,No results,No results
Infobright,Mohawk Digital,127,43.647726,-79.377065
SCVNGR,No results,No results,No results,No results
Calient Technologies,Streetsense. Retail|Real Estate,332,No results,No results
Transfer To,No results,No results,1.30349,103.859861
Owlient,No results,No results,No results,No results
ividence,Butchershop Creative,303,48.867865,2.332688
Identec Solutions,No results,No results,No results,No results
Axcient,Ogilvy,224,No results,No results
Kapitall,No results,No results,40.720122,-73.998529
Home-Account,No results,No results,37.779264,-122.393019
Republic Project,Earth Interior Design,404,No results,No results
GameChanger Media,No results,No results,40.705271,-74.013129
Snipi,Agence´O,152,39.949309,-75.162949
Z2Live,No results,No results,47.61044,-122.340922
ZillionTV,No results,No results,No results,No results
Dayforce,MediaMonks NY,20,No results,No results
Preview Networks,Butchershop Creative,134,No results,No results
Ranker,No results,No results,No results,No results
Tongal,JPD Studio,278,No results,No results
Nimsoft,Happy Cog,149,No results,No results
Musicmetric,Ann Sacks,75,No results,No results
oneforty,No results,No results,42.36602,-71.103891
HealthEngine,No results,No results,No results,No results
ControlCircle,No results,No results,No results,No results
betaworks,No results,No results,40.741187,-74.005474
qcue,No results,No results,No results,No results
Openbravo,No results,No results,41.392324,2.163644
tracx,Bossa Studios,260,32.056361,34.760793
GlassHouse Technologies,No results,No results,No results,No results
MetricStream,Margolis & Fishman Architects,313,No results,No results
Sepaton,No results,No results,No results,No results
KnewCo,No results,No results,No results,No results
Chartbeat,Dannijo Studio,162,40.733025,-73.990174
Lilliputian Systems,No results,No results,No results,No results
Newser,Estudio Carrascal,242,41.876471,-87.62463
HootSuite,hastudia (הסטודיה),161,49.284166,-123.091051
HyTrust,No results,No results,No results,No results
MedAptus,No results,No results,No results,No results
Suniva,No results,No results,No results,No results
Adapx,No results,No results,47.601189,-122.329803
Aspects Software,The Working Assembly,91,No results,No results
ExtraHop Networks,No results,No results,No results,No results
Brandsclub,C2 Creative,336,-23.547547,-46.640598
Smallaa,Barbershop Films,292,No results,No results
Piedmont Pharmaceuticals,No results,No results,No results,No results
Basho Technologies,No results,No results,No results,No results
Aerovance,No results,No results,No results,No results
Orthocon,BrushCapades Seattle,438,No results,No results
CoTweet,No results,No results,No results,No results
Fusion-io,No results,No results,No results,No results
NuView Systems,FUTURA IMBATÍVEL GRÁFICA - cartões de visita / flyers / impressos especiais,238,No results,No results
Imprivata,No results,No results,No results,No results
Alert Logic,No results,No results,No results,No results
Phurnace Software,No results,No results,No results,No results
Bomgar,No results,No results,No results,No results
Hostway,No results,No results,41.886635,-87.63511
OPX Biotechnologies,No results,No results,No results,No results
Traversa Therapeutics,No results,No results,No results,No results
Cerapedics,No results,No results,No results,No results
Ambrx,No results,No results,No results,No results
Eiger BioPharmaceuticals,No results,No results,No results,No results
SolarEdge,No results,No results,No results,No results
WEEZEVENT,No results,No results,No results,No results
iZumi Bio,Allsteel Resouce Center,489,No results,No results
Gear6,No results,No results,No results,No results
Tuenti Technologies,No results,No results,No results,No results
Solera Networks,No results,No results,No results,No results
StoredIQ,No results,No results,No results,No results
Environmental Operations,No results,No results,No results,No results
DataSphere,No results,No results,No results,No results
Samasource,No results,No results,37.780537,-122.396464
Alios BioPharma,No results,No results,No results,No results
Symphogen,No results,No results,No results,No results
Melinta,No results,No results,No results,No results
Borrego Solar Systems,No results,No results,No results,No results
Arcxis Biotechnologies,No results,No results,No results,No results
Fisher Coachworks,No results,No results,No results,No results
Schoolnet,No results,No results,No results,No results
Stretch,Noa Design Build,496,No results,No results
Pelikan Technologies,No results,No results,No results,No results
Crux Biomedical,No results,No results,No results,No results
Trellia Networks,No results,No results,No results,No results
BlueStripe Software,No results,No results,No results,No results
SurveyMonkey,No results,No results,45.524821,-122.675127
Smash Technologies,No results,No results,No results,No results
BiPar Sciences,No results,No results,No results,No results
MyEdu,No results,No results,No results,No results
FTRANS,No results,No results,33.773972,-84.384112
Serious Parody,No results,No results,No results,No results
Novaled,No results,No results,No results,No results
Factery,No results,No results,No results,No results
Ikanos,Work & Co.,299,No results,No results
Infochimps,No results,No results,30.270466,-97.756642
Ipanema Technologies,No results,No results,No results,No results
Milo,No results,No results,No results,No results
Busca Corp,Harmonic Design,283,No results,No results
IMshopping,No results,No results,No results,No results
Metreos Corporation,No results,No results,No results,No results
Active Endpoints,No results,No results,No results,No results
Birst,No results,No results,37.789907,-122.405117
Kidlandia,BlkMkt Digital,400,37.799539,-122.402602
Symform,No results,No results,47.649147,-122.347876
SeeWhy,No results,No results,No results,No results
Gist,No results,No results,47.601189,-122.329803
Solyndra,No results,No results,No results,No results
Invenergy,No results,No results,No results,No results
Synosia Therapeutics,No results,No results,47.554333,7.596007
Elevance Renewable Sciences,17Feet,98,No results,No results
Recyclebank,Das Studio,280,40.729084,-74.009185
BrainCells,This Place,428,No results,No results
TherOx,No results,No results,No results,No results
textPlus,BrushCapades Seattle,326,No results,No results
CPM Braxis,No results,No results,-23.593504,-46.685401
EPAM Systems,Porcelanosa Tile/ Kitchen/ Bath,3294,No results,No results
BridgeLux,No results,No results,No results,No results
drchrono,GPM - Digital Media Agency,280,No results,No results
Netbiscuits,No results,No results,No results,No results
Acer,The Unnamed Entity,246,No results,No results
Fuhu,No results,No results,No results,No results
NetRetail Holding,No results,No results,No results,No results
Idhasoft,No results,No results,No results,No results
Fulcrum Microsystems,Arte Design,329,No results,No results
ExteNet Systems,No results,No results,No results,No results
Bullhorn,No results,No results,No results,No results
CoreOptics,No results,No results,No results,No results
Panasas,No results,No results,No results,No results
CubeTree,No results,No results,No results,No results
Servo Software,No results,No results,No results,No results
ColdLight Solutions,No results,No results,No results,No results
SproutBox,No results,No results,No results,No results
EverSpin Technologies,No results,No results,No results,No results
Fotomoto,No results,No results,37.780537,-122.396464
SkyFuel,No results,No results,No results,No results
InnerWireless,No results,No results,No results,No results
Nanotron Technologies,No results,No results,No results,No results
DiVitas Networks,No results,No results,No results,No results
RedBrick Health,No results,No results,44.9736,-93.272018
AeroSat Corporation,No results,No results,No results,No results
VFM Leonardo,No results,No results,43.646757,-79.394208
eMeter,No results,No results,No results,No results
Eglue Business Technologies,Noa Design Build,170,No results,No results
Corvil,No results,No results,40.753885,-73.97291
AeroScout,No results,No results,No results,No results
VKernel Corporation,No results,No results,No results,No results
Shareaholic,No results,No results,42.36602,-71.103891
Uplogix,Little,45,No results,No results
Envio Networks,No results,No results,No results,No results
Dixon Technologies,Glovebox,150,No results,No results
Mobidia Technology,No results,No results,No results,No results
AllClear ID,No results,No results,30.271838,-97.742553
Helpful Technologies,W Magazine - Condé Nast,164,No results,No results
Glympse,No results,No results,47.61992,-122.340092
MergeOptics,No results,No results,No results,No results
Bradford Networks,Margolis & Fishman Architects,162,No results,No results
Sand 9,No results,No results,No results,No results
Unitrends Software,No results,No results,No results,No results
QD Vision,No results,No results,No results,No results
Silentsoft,No results,No results,No results,No results
SensorLogic,AT&T — Consumer Digital Experiences,113,No results,No results
Razorsight,No results,No results,No results,No results
Playdom,Martin Blank Studios,452,No results,No results
First Coverage,No results,No results,No results,No results
Bigfoot Networks,No results,No results,No results,No results
Firm58,No results,No results,No results,No results
TxVia,No results,No results,40.753716,-73.981159
Minyanville,No results,No results,40.753885,-73.97291
Multiwave Photonics,No results,No results,No results,No results
Canopy Financial,No results,No results,No results,No results
BillMyParents,No results,No results,No results,No results
Tellme,No results,No results,No results,No results
Tigo Energy,No results,No results,No results,No results
Zetta,No results,No results,No results,No results
Senscient,No results,No results,No results,No results
Elanti Systems,Vince,212,No results,No results
InSite Wireless,W Magazine - Condé Nast,219,No results,No results
Wi-Chi,No results,No results,No results,No results
AppAssure Software,No results,No results,No results,No results
Redfern Integrated Optics,No results,No results,No results,No results
DoubleVerify,No results,No results,No results,No results
Rhapso,No results,No results,No results,No results
Millennial Media,No results,No results,No results,No results
Illumitex,No results,No results,No results,No results
Ariane Systems,No results,No results,No results,No results
iMove,No results,No results,45.536518,-122.690194
Marketcetera,No results,No results,37.792168,-122.401594
Veeva,No results,No results,37.689293,-121.897365
Simparel,No results,No results,40.752641,-73.987014
Asteres,No results,No results,No results,No results
Lightning Gaming,No results,No results,No results,No results
Aria Networks,No results,No results,No results,No results
Virgin Play,No results,No results,40.42797,-3.691931
TopChalks,No results,No results,No results,No results
Audinate,Elsewhere,356,No results,No results
Garlik,Gravitytank,368,No results,No results
Sutus,Home Expressions Studio,474,No results,No results
RainStor,Jaya Apparel Group,214,No results,No results
OfferWire,No results,No results,No results,No results
Saavn,No results,No results,40.743467,-73.987091
iMPath Networks,No results,No results,No results,No results
Playboox,Nacho Aguayo Taller Costura,232,37.786925,-122.405658
BT Imaging,No results,No results,No results,No results
Social Solutions,No results,No results,No results,No results
Ondax,No results,No results,No results,No results
SkillSurvey,No results,No results,No results,No results
Fixmo Carrier Services,No results,No results,No results,No results
Gatekeeper System,No results,No results,No results,No results
Security Innovation,IBM Blockchain Studio,100,No results,No results
Upland Software,No results,No results,No results,No results
PlantSense,Fashion Incubator San Francisco,509,No results,No results
Syntensia,No results,No results,No results,No results
My-Hammer,No results,No results,52.513304,13.390579
EBR Systems,No results,No results,No results,No results
Uniteam Communication,No results,No results,No results,No results
Lattice Engines,No results,No results,No results,No results
Rue89,No results,No results,No results,No results
Ameibo,No results,No results,No results,No results
Selero,No results,No results,No results,No results
Concert Pharmaceuticals,No results,No results,No results,No results
Winbox Technologies,No results,No results,No results,No results
Topsy Labs,Idean Berlin,476,37.773291,-122.422487
BCB Medical,No results,No results,No results,No results
CISSOID,No results,No results,No results,No results
Location,No results,No results,No results,No results
Bubbles and Beyond,No results,No results,51.327312,12.322134
Five Prime Therapeutics,No results,No results,37.76603,-122.39905
Tolera Therapeutics,No results,No results,No results,No results
Oxatis,No results,No results,No results,No results
Beam Express,No results,No results,No results,No results
Warwick Warp,Mm Clay,349,No results,No results
Pole Star,No results,No results,No results,No results
Vaultive,No results,No results,40.705271,-74.013129
Digium,No results,No results,No results,No results
Universal Robotics,Knick Design,445,No results,No results
baimos technologies,Public Design,487,No results,No results
Etix,No results,No results,No results,No results
The Resumator,No results,No results,No results,No results
CorrectNet,No results,No results,No results,No results
Autoquake,No results,No results,No results,No results
Noomeo,No results,No results,No results,No results
Pixelligent,JPD Studio,337,No results,No results
2 Minutes,No results,No results,No results,No results
Zipcar,No results,No results,No results,No results
gloStream,No results,No results,No results,No results
Sofa Labs,No results,No results,No results,No results
ZettaCore,This Is Red,111,No results,No results
Ultracell,No results,No results,No results,No results
PlexPress,No results,No results,No results,No results
X1 Technologies,No results,No results,No results,No results
OutSmart Power Systems,No results,No results,No results,No results
Fliptop,No results,No results,37.773291,-122.422487
InteliCloud,No results,No results,No results,No results
Hopper,No results,No results,45.508418,-73.552243
Hara,No results,No results,No results,No results
Gridline Communications,No results,No results,No results,No results
Competitive Power Ventures,No results,No results,No results,No results
Soliant Energy,No results,No results,No results,No results
SunEdison,No results,No results,No results,No results
ShopSavvy,No results,No results,37.780537,-122.396464
Fulcrum Bioenergy,No results,No results,No results,No results
Electric Cloud,Mm Clay,349,No results,No results
Sunrun,No results,No results,37.786925,-122.405658
Emergent Ventures India,L'Empreinte Coopérative,511,No results,No results
MedServe,No results,No results,No results,No results
Rapid Action Packaging,No results,No results,No results,No results
Kythera Biopharmaceuticals,No results,No results,No results,No results
BeeTV,No results,No results,45.461077,9.188911
Kwaga,No results,No results,No results,No results
GameGround,Noa Design Build,371,40.75479,-73.98736
ClickFuel,No results,No results,No results,No results
Quark Pharmaceuticals,No results,No results,No results,No results
Tang Wind Energy,Fashion Incubator San Francisco,153,No results,No results
ECO2 Plastics,No results,No results,No results,No results
DynaPump,No results,No results,No results,No results
Zero Motorcycles,No results,No results,No results,No results
Enerpulse,No results,No results,No results,No results
ReliOn,First Floor,296,No results,No results
Stromedix,No results,No results,No results,No results
Esperion Therapeutics,Eastern Silk,148,No results,No results
Inimex Pharmaceuticals,No results,No results,No results,No results
Gravity,No results,No results,No results,No results
American Biomass,No results,No results,No results,No results
H2scan,No results,No results,No results,No results
WiTricity,No results,No results,No results,No results
Arisdyne Systems,No results,No results,No results,No results
Brand Affinity Technologies,No results,No results,No results,No results
CAPNIA,No results,No results,No results,No results
Aldagen,No results,No results,No results,No results
EnzymeRx,No results,No results,No results,No results
GenVault,No results,No results,No results,No results
Stemline Therapeutics,No results,No results,No results,No results
Cocodot,No results,No results,No results,No results
ECORE International,No results,No results,No results,No results
Range Fuels,No results,No results,No results,No results
Renewable Energy Group,No results,No results,No results,No results
Adaptive Ozone Solutions,No results,No results,No results,No results
Wakonda Technologies,No results,No results,No results,No results
Allied Resource Corporation,No results,No results,No results,No results
ACT Biotech,No results,No results,37.786925,-122.405658
Actimis Pharmaceuticals,No results,No results,No results,No results
Apieron,No results,No results,No results,No results
Innovative Biosensors,No results,No results,No results,No results
TRIRIGA,No results,No results,No results,No results
ThermaSource,No results,No results,No results,No results
EdeniQ,No results,No results,No results,No results
Althea Systems,No results,No results,No results,No results
Sprig Toys,No results,No results,No results,No results
Glycos Biotechnologies,No results,No results,No results,No results
CoaLogix,Fashion Incubator San Francisco,153,No results,No results
Prenova,No results,No results,No results,No results
Miragen Therapeutics,No results,No results,No results,No results
Anaphore,No results,No results,No results,No results
Astute Medical,No results,No results,No results,No results
EyeCyte,No results,No results,No results,No results
Novasentis,No results,No results,No results,No results
Pasteuria Bioscience,No results,No results,No results,No results
SolarOne Solutions,No results,No results,No results,No results
Solar Power Partners,No results,No results,No results,No results
Stellaris,No results,No results,No results,No results
AJ Tech,No results,No results,No results,No results
Hyperion Power Generation,No results,No results,No results,No results
Senergen Devices,No results,No results,No results,No results
Solar Junction,No results,No results,37.384087,-121.912088
GenKyoTex,No results,No results,No results,No results
Transcend Medical,No results,No results,No results,No results
Wasatch Wind,No results,No results,No results,No results
Oncodesign,No results,No results,No results,No results
Externautics,No results,No results,No results,No results
isango!,No results,No results,51.520219,-0.138792
Novariant,No results,No results,No results,No results
uControl,No results,No results,No results,No results
NextPage,No results,No results,No results,No results
RxVantage,Emser Tile&Natural Stone,309,No results,No results
Hexaformer,No results,No results,No results,No results
P21,No results,No results,No results,No results
Paratek,No results,No results,No results,No results
Recurrent Energy,No results,No results,37.804433,-122.403105
Apex Construction,No results,No results,No results,No results
Netsize,Woods Bagot,190,No results,No results
Biofisica,No results,No results,No results,No results
NellOne Therapeutics,No results,No results,No results,No results
CoalTek,No results,No results,No results,No results
eIQnetworks,No results,No results,No results,No results
InterMed Discovery,No results,No results,No results,No results
Innovative Spinal Technologies,No results,No results,No results,No results
Singulex,No results,No results,No results,No results
Tribold,Ammunition Design,151,51.520219,-0.138792
MD-IT,No results,No results,No results,No results
Nautilus Solar Energy,No results,No results,No results,No results
Water Health International,No results,No results,No results,No results
Tragara,No results,No results,No results,No results
Limerick BioPharma,No results,No results,No results,No results
Terra-Gen Power,No results,No results,40.756234,-73.981825
Motion Computing,No results,No results,No results,No results
VistaGen Therapeutics,No results,No results,No results,No results
KaloBios Pharmaceuticals,No results,No results,No results,No results
Prosensa,Woods Bagot,261,No results,No results
Cornerstone Pharmaceuticals,No results,No results,No results,No results
Sagent Pharmaceuticals,No results,No results,No results,No results
Estech,No results,No results,No results,No results
Logicworks,No results,No results,40.726095,-74.007015
GT Solar,No results,No results,No results,No results
Entra Pharmaceuticals,Bar1 Studio,246,No results,No results
CalciMedica,No results,No results,No results,No results
Location Based Technologies,No results,No results,No results,No results
Lightwave Power,No results,No results,No results,No results
BioStable,No results,No results,No results,No results
Aileron Therapeutics,No results,No results,No results,No results
Healionics,No results,No results,No results,No results
Diagnoplex,No results,No results,No results,No results
ipadio,Carl Hansen & Son,211,No results,No results
Opsona,No results,No results,No results,No results
MediQuest Therapeutics,No results,No results,No results,No results
VaxInnate,No results,No results,No results,No results
NanoString Technologies,No results,No results,No results,No results
Solazyme,No results,No results,No results,No results
Anacomp,No results,No results,No results,No results
Certify Data Systems,No results,No results,No results,No results
General Dynamics,No results,No results,No results,No results
Perficient,No results,No results,No results,No results
Metrolight,No results,No results,No results,No results
TVU Networks,No results,No results,No results,No results
Anadys,No results,No results,No results,No results
NetLogic Microsystems,No results,No results,No results,No results
Vyatta,No results,No results,No results,No results
Applied Genetics Technologies Corporation,No results,No results,No results,No results
Silicor Materials,No results,No results,No results,No results
ViOptix,No results,No results,No results,No results
Strix Systems,No results,No results,No results,No results
Infinite Power Solutions,No results,No results,No results,No results
Azure Power,No results,No results,No results,No results
Solix Biofuels,No results,No results,No results,No results
Stormfisher Biogas,No results,No results,43.651711,-79.365604
Ykone,No results,No results,No results,No results
ElectraTherm,No results,No results,No results,No results
Quintiles,No results,No results,No results,No results
IdeaPaint,No results,No results,No results,No results
EnerTech Environmental,No results,No results,No results,No results
Moviepilot,No results,No results,No results,No results
Arena Pharmaceuticals,No results,No results,No results,No results
Versartis,No results,No results,No results,No results
Cempra,No results,No results,No results,No results
Anulex,King East Design District,251,No results,No results
Cervilenz,No results,No results,No results,No results
Clovis Oncology,No results,No results,No results,No results
Optimum Energy,No results,No results,47.601189,-122.329803
Autonomic Technologies,No results,No results,37.773291,-122.422487
Proteon Therapeutics,No results,No results,No results,No results
Virdia,No results,No results,No results,No results
Tokai Pharmaceuticals,No results,No results,No results,No results
High Density Networks,No results,No results,No results,No results
NovImmune,No results,No results,No results,No results
Elixir Pharmaceuticals,No results,No results,No results,No results
Control Medical Technology,No results,No results,No results,No results
EnerNOC,No results,No results,No results,No results
Polatis,BrushCapades Seattle,453,No results,No results
Turbine Air Systems,Mm Clay,349,No results,No results
Forterra Systems,No results,No results,No results,No results
Greenline Industries,No results,No results,37.948376,-122.511312
Trevena,No results,No results,No results,No results
POINT Biomedical,No results,No results,No results,No results
Solexant,No results,No results,No results,No results
Miles Electric Vehicles,No results,No results,No results,No results
EnerG2,No results,No results,47.601189,-122.329803
Avantium Technologies,No results,No results,52.393664,4.85087
Promosome,No results,No results,No results,No results
Chemclin,No results,No results,No results,No results
Cardiac Concepts,No results,No results,No results,No results
Cohera Medical,Epic Games,392,No results,No results
OwnEnergy,No results,No results,40.704263,-73.986732
MaxWest Environmental Systems,No results,No results,No results,No results
FastSoft,No results,No results,No results,No results
Osprey Pharmaceuticals USA,No results,No results,37.773291,-122.422487
NGM Biopharmaceuticals,BrushCapades Seattle,418,No results,No results
LigoCyte Pharmaceuticals,TintTotaal,315,No results,No results
Ostara,No results,No results,49.28527,-123.12157
Anacor Pharmaceutical,No results,No results,No results,No results
FORMA Therapeutics,No results,No results,No results,No results
oneDrum,No results,No results,No results,No results
UTOPY,Swiss Miss Studio,370,No results,No results
Alimera Sciences,No results,No results,No results,No results
Vivendy Therapeutics,No results,No results,No results,No results
ReShape Medical,Mm Clay,349,No results,No results
Sutro Biopharma,No results,No results,No results,No results
Divergence,No results,No results,No results,No results
Buzzient,Think Profits.com,357,No results,No results
Genizon BioSciences,No results,No results,No results,No results
Connectiva Systems,No results,No results,40.756234,-73.981825
SolarReserve,No results,No results,No results,No results
Garnet Biotherapeutics,No results,No results,No results,No results
diaDexus,No results,No results,No results,No results
CT Atlantic,No results,No results,No results,No results
Eco Products,No results,No results,No results,No results
NKT Therapeutics,No results,No results,No results,No results
Seahorse Bioscience,No results,No results,No results,No results
Primaeva Medical,No results,No results,37.689293,-121.897365
SynapCell,No results,No results,No results,No results
Anagnostics,Bar1 Studio,126,No results,No results
Natrix Separations,No results,No results,No results,No results
Axikin Pharmaceuticals,No results,No results,No results,No results
Iconic Therapeutics,No results,No results,No results,No results
Proxeon,No results,No results,No results,No results
Agrisoma Biosciences,No results,No results,No results,No results
Kylin Therapeutics,No results,No results,No results,No results
Layar,No results,No results,52.365922,4.895476
Hepregen,Home Expressions Studio,337,No results,No results
MIOX,No results,No results,No results,No results
Albireo,No results,No results,No results,No results
Proteostasis Therapeutics,No results,No results,No results,No results
Taligen Therapeutics,No results,No results,No results,No results
Makani Power,No results,No results,No results,No results
SpePharm,No results,No results,No results,No results
Silex Microsystems,No results,No results,No results,No results
Linkage Biosciences,No results,No results,No results,No results
YCD Multimedia,Bureau Pindakaas,173,40.745979,-73.99195
INRIX,No results,No results,No results,No results
NAVX,No results,No results,No results,No results
Living Proof,No results,No results,No results,No results
CambridgeSoft,No results,No results,No results,No results
Environmental Operating Solutions,No results,No results,No results,No results
Global Fitness Media,No results,No results,No results,No results
Microstim,No results,No results,No results,No results
Webtrekk,No results,No results,52.530127,13.385198
Siluria Technologies,No results,No results,No results,No results
MicroVision,Lulu Frost HQ,72,No results,No results
Airgain,No results,No results,No results,No results
Luca Technologies,No results,No results,No results,No results
Biolex Therapeutics,No results,No results,No results,No results
Microfabrica,No results,No results,No results,No results
BPL Global,No results,No results,No results,No results
Glaukos,No results,No results,No results,No results
